Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Joshua Robinson,zpowers@hotmail.com,+91 66588 61595,Hyderabad,M.Tech,9,HR Executive,Non-IT,Cognizant,Hybrid,Full-Time,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user2119,https://linkedin.com/in/user3446,http://edwards-jones.com/,Naukri.com,DevOps Engineer,30 days,Rejected
Lauren Rivera,ericwilliams@ballard.com, +91  9501208387,Bangalore,B.Tech,1,Data Analyst,IT ,Tech Mahindra,Remote,Full-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user7197,https://linkedin.com/in/user5639,https://www.smith-avila.com/,Indeed,Data Analyst,15 days,Under Review
Patricia Erickson,daviskristina@hotmail.com,+91 60611 55861,Hyderabad,BCA,1,UI/UX Designer,IT ,Google,Onsite,Part-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user8898,https://linkedin.com/in/user8714,https://jimenez.org/,LinkedIn,DevOps Engineer,30 days,Under Review
Kayla Collins,hfrank@cook.com,+91 61474 04010,Kolkata,Diploma,9,Graphic Designer,IT ,Accenture,Onsite,Internship,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5316,https://linkedin.com/in/user2426,https://hodges-murphy.info/,Indeed,Business Analyst,Serving Notice,Rejected
Maureen Hayes,taylorwheeler@trevino.info, +91 82939 96354,Kolkata,MCA,3,Business Analyst,IT ,Flipkart,Hybrid,Remote,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user2751,https://linkedin.com/in/user6961,https://mckinney-evans.com/,Glassdoor,UI/UX Designer,Immediate,Rejected
Eric Castillo,pharper@sanders.info, +91 89409 52131,Chandigarh,M.Tech,4,Product Manager,Non-IT,EY,Hybrid,Part-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1629,https://linkedin.com/in/user8848,https://www.mcclure-miller.com/,LinkedIn,UI/UX Designer,30 days,Interview Scheduled
Michelle Walker,zerickson@gonzalez.net, +91 96367 89807,Chennai,M.Tech,7,Business Analyst,IT ,IBM,Remote,Contract,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user2575,https://linkedin.com/in/user3638,http://www.rosario.com/,Naukri.com,Data Analyst,Immediate,Applied
Brittany Mahoney,jeffreygraves@mcknight-watts.net, +91 77911 65653,Chennai,MBA,0,HR Executive,Non-IT,Amazon,Remote,Remote,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user6590,https://linkedin.com/in/user6940,https://bennett.com/,Indeed,DevOps Engineer,15 days,Applied
Dillon Gentry,donnafrost@gmail.com, +91 93235 41983,Kolkata,B.Tech,2,Graphic Designer,IT ,Tech Mahindra,Onsite,Full-Time,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user3862,https://linkedin.com/in/user9216,https://ryan-jones.org/,Naukri.com,Data Analyst,60 days,Under Review
Cynthia Valdez,eugenewoodward@michael.com, +91 81937 26785,Pune,MBA,2,Sales Manager,Non-IT,Cognizant,Remote,Contract,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user2116,https://linkedin.com/in/user2925,http://kelley-morris.org/,Glassdoor,UI/UX Designer,30 days,Applied
Jacob Watts,eanderson@hartman.info,+91 68694 98593,Pune,BCA,8,Sales Manager,Non-IT,Amazon,Hybrid,Internship,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3029,https://linkedin.com/in/user2002,http://lynn.com/,Naukri.com,DevOps Engineer,30 days,Applied
Jasmin Wright,howardchristina@key.com, +91 81600 47122,Hyderabad,BCA,0,Graphic Designer,IT ,Deloitte,Remote,Part-Time,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user7325,https://linkedin.com/in/user3129,http://turner-summers.com/,Internshala,UI/UX Designer,Serving Notice,Applied
Kelly Perez,ashleywelch@russo.org, +91 97027 77868,Ahmedabad,M.Sc,8,DevOps Engineer,IT ,Swiggy,Hybrid,Remote,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user8121,https://linkedin.com/in/user2050,http://www.ramos.com/,Internshala,Data Analyst,Immediate,Offer Received
Thomas Fowler,jboyer@weber.com,+91 64015 27159,Bangalore,MCA,7,DevOps Engineer,IT ,Microsoft,Remote,Internship,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user5975,https://linkedin.com/in/user4147,http://www.dean.com/,LinkedIn,Data Analyst,30 days,Under Review
Robert Perez,kathrynpugh@hotmail.com,+91 97867 33559,Kolkata,Diploma,10,Sales Manager,Non-IT,KPMG,Hybrid,Contract,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user5021,https://linkedin.com/in/user4993,http://gill.com/,Internshala,DevOps Engineer,60 days,Under Review
Victoria Hodge,nicolewalker@richard-cannon.com, +91 92360 87202,Kolkata,M.Sc,2,Marketing Executive,Non-IT,Flipkart,Remote,Contract,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2977,https://linkedin.com/in/user8697,http://www.ingram-patel.com/,Indeed,DevOps Engineer,Serving Notice,Interview Scheduled
Debra Alvarado,amanda34@yahoo.com,+91 92962 08925,Chennai,Diploma,9,Product Manager,Non-IT,Amazon,Hybrid,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2649,https://linkedin.com/in/user6772,https://www.esparza.com/,Naukri.com,Software Developer,15 days,Rejected
Kimberly Evans,phall@hotmail.com, +91 84484 00098,Hyderabad,MBA,0,UI/UX Designer,IT ,PwC,Hybrid,Part-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user2853,https://linkedin.com/in/user9073,http://www.dixon-brady.com/,Glassdoor,Business Analyst,Serving Notice,Interview Scheduled
Kevin Conner,rgibbs@gmail.com, +91 86714 24250,Ahmedabad,B.Sc,3,Product Manager,Non-IT,PwC,Hybrid,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2342,https://linkedin.com/in/user3767,http://www.newton.biz/,Indeed,DevOps Engineer,15 days,Interview Scheduled
David Clark,beniteztimothy@banks.com, +91 93106 14790,Chandigarh,BCA,1,Sales Manager,Non-IT,EY,Onsite,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user9814,https://linkedin.com/in/user9819,http://www.king-stone.com/,Naukri.com,UI/UX Designer,30 days,Interview Scheduled
Donna Morris,stevensonjoseph@yahoo.com, +91 72491 38416,Delhi,MBA,8,Business Analyst,IT ,PwC,Remote,Internship,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3756,https://linkedin.com/in/user2519,https://www.sosa.net/,Glassdoor,Data Analyst,30 days,Under Review
Connie Mcneil,washingtonchristopher@hotmail.com,+91 79647 23293,Jaipur,Diploma,10,UI/UX Designer,IT ,HCL Technologies,Onsite,Full-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4556,https://linkedin.com/in/user4754,https://www.franklin-thomas.com/,Glassdoor,Business Analyst,30 days,Interview Scheduled
Terri Mccarthy,jennifermorrison@yahoo.com, +91 81932 68206,Kolkata,MBA,4,Graphic Designer,IT ,Swiggy,Onsite,Full-Time,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5001,https://linkedin.com/in/user1096,https://www.hall-taylor.org/,LinkedIn,UI/UX Designer,Serving Notice,Offer Received
Mr. Robert Scott,mcochran@yahoo.com, +91 94656 48944,Jaipur,B.Tech,0,Data Analyst,IT ,IBM,Hybrid,Remote,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user8446,https://linkedin.com/in/user8553,http://www.robinson-cole.com/,LinkedIn,DevOps Engineer,15 days,Applied
Melissa Solomon,kevinrivera@gmail.com,+91 64694 64562,Mumbai,B.Tech,2,Graphic Designer,IT ,BYJU'S,Onsite,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user7821,https://linkedin.com/in/user1339,https://murray.com/,Indeed,Software Developer,15 days,Rejected
Steven Richardson,mark05@valdez.com,+91 65785 38609,Ahmedabad,BCA,10,UI/UX Designer,IT ,Microsoft,Hybrid,Full-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4293,https://linkedin.com/in/user6897,http://krause-king.info/,Naukri.com,Business Analyst,15 days,Offer Received
Lisa Jordan,halljasmine@yahoo.com, +91 64335 95705,Delhi,B.Sc,7,Business Analyst,IT ,Amazon,Remote,Contract,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user1983,https://linkedin.com/in/user5008,http://chambers-olson.com/,Internshala,Business Analyst,60 days,Interview Scheduled
Juan Valenzuela,craigmccoy@hotmail.com,+91 91096 91650,Delhi,Diploma,6,UI/UX Designer,IT ,KPMG,Onsite,Remote,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4570,https://linkedin.com/in/user9601,https://www.orozco.com/,Naukri.com,Data Analyst,30 days,Interview Scheduled
Victor Crane,dunlapjonathan@gmail.com, +91 82082 92172,Chandigarh,B.Tech,2,Product Manager,Non-IT,PwC,Onsite,Part-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user7273,https://linkedin.com/in/user8619,http://harrison.org/,Glassdoor,Data Analyst,15 days,Rejected
Susan Bennett,thernandez@gmail.com,+91 94245 23210,Kolkata,B.Tech,7,Data Analyst,IT ,IBM,Remote,Part-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user5869,https://linkedin.com/in/user5235,http://www.reilly-maldonado.org/,Glassdoor,UI/UX Designer,Immediate,Applied
John Thomas,emily32@carpenter.com, +91 81978 71943,Ahmedabad,M.Sc,1,Product Manager,Non-IT,Wipro,Hybrid,Remote,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1588,https://linkedin.com/in/user8370,https://www.fry.com/,Internshala,Business Analyst,60 days,Rejected
Melinda Lewis,christinalowe@oliver.com, +91 90812 91488,Chennai,MCA,6,Product Manager,Non-IT,PwC,Onsite,Contract,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user4331,https://linkedin.com/in/user9605,https://black.info/,Indeed,Business Analyst,Immediate,Under Review
Juan Davis Jr.,beanangela@bailey-hayes.com, +91 88567 83048,Chennai,BCA,9,Sales Manager,Non-IT,HCL Technologies,Hybrid,Remote,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user6890,https://linkedin.com/in/user7940,http://www.johnson-kidd.com/,Glassdoor,DevOps Engineer,Serving Notice,Under Review
Kenneth Salinas,breyes@gmail.com,+91 99086 21347,Ahmedabad,BCA,2,Product Manager,Non-IT,HCL Technologies,Hybrid,Full-Time,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1193,https://linkedin.com/in/user2189,https://www.collins.org/,Internshala,Business Analyst,30 days,Rejected
Christopher Aguirre,nwalton@garcia-scott.com, +91 70481 98492,Kolkata,M.Tech,1,Graphic Designer,IT ,PwC,Hybrid,Internship,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user3282,https://linkedin.com/in/user2327,http://gibson-lee.com/,LinkedIn,DevOps Engineer,Immediate,Rejected
Margaret Robinson,cbrown@gmail.com,+91 87160 13346,Delhi,M.Sc,2,Sales Manager,Non-IT,TCS,Remote,Contract,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user6993,https://linkedin.com/in/user5174,http://gomez.com/,Internshala,Software Developer,15 days,Applied
Alicia Moore,peggy64@kennedy.com, +91 70815 87711,Hyderabad,Diploma,2,Data Analyst,IT ,Tech Mahindra,Onsite,Remote,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user6950,https://linkedin.com/in/user7487,http://joyce.info/,Indeed,Data Analyst,60 days,Interview Scheduled
Matthew Allen,paul61@flowers-harrison.com, +91 80228 04613,Mumbai,MCA,5,UI/UX Designer,IT ,ZS Associates,Remote,Full-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user7921,https://linkedin.com/in/user9229,https://www.owens.com/,Internshala,Software Developer,Serving Notice,Interview Scheduled
Eric Gomez,diazcarol@montgomery-miller.com,+91 76243 92624,Pune,Diploma,2,UI/UX Designer,IT ,Amazon,Onsite,Full-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user9176,https://linkedin.com/in/user1597,https://perez.com/,Internshala,Software Developer,Immediate,Rejected
Anna Briggs,clarknicholas@yahoo.com, +91 73619 68963,Bangalore,B.Tech,2,HR Executive,Non-IT,Capgemini,Hybrid,Part-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user7029,https://linkedin.com/in/user6293,http://church.com/,Naukri.com,DevOps Engineer,30 days,Interview Scheduled
Melissa Young MD,mbenitez@lopez-andrews.com, +91 60222 63889,Bangalore,M.Tech,9,DevOps Engineer,IT ,Tech Mahindra,Remote,Full-Time,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user4529,https://linkedin.com/in/user3498,https://howard-ramirez.net/,Naukri.com,UI/UX Designer,15 days,Applied
Joshua Dunlap,jorgebrown@little.com,+91 77723 67232,Mumbai,BCA,1,Software Engineer,IT ,Capgemini,Hybrid,Remote,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6710,https://linkedin.com/in/user9123,https://price.biz/,Internshala,DevOps Engineer,30 days,Under Review
Jordan Wheeler,ricardo42@hotmail.com, +91 71247 30696,Ahmedabad,BCA,3,Product Manager,Non-IT,KPMG,Onsite,Remote,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user3207,https://linkedin.com/in/user2610,http://www.smith.net/,LinkedIn,DevOps Engineer,Serving Notice,Interview Scheduled
Sherry Cooper,tsmith@hotmail.com, +91 60984 61533,Bangalore,B.Tech,8,DevOps Engineer,IT ,ZS Associates,Onsite,Internship,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user3249,https://linkedin.com/in/user3045,http://www.garrett.info/,LinkedIn,Software Developer,Immediate,Interview Scheduled
Chris Taylor,smithchris@yahoo.com,+91 70121 50732,Mumbai,Diploma,4,Product Manager,Non-IT,Microsoft,Onsite,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1134,https://linkedin.com/in/user7347,https://morgan-thomas.com/,LinkedIn,Data Analyst,15 days,Offer Received
Eric Aguilar,bwatson@gmail.com,+91 66571 88441,Mumbai,MBA,4,Software Engineer,IT ,Tech Mahindra,Onsite,Part-Time,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user4672,https://linkedin.com/in/user2669,http://www.lamb.com/,LinkedIn,Data Analyst,60 days,Rejected
Matthew Oliver,josewallace@meyer-stephenson.com, +91 86639 19433,Bangalore,MBA,4,Graphic Designer,IT ,KPMG,Hybrid,Remote,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user7182,https://linkedin.com/in/user9427,https://www.hayes.com/,Internshala,DevOps Engineer,Serving Notice,Interview Scheduled
April Hawkins,mike01@yahoo.com, +91 94932 00308,Chennai,MCA,10,Business Analyst,IT ,Capgemini,Hybrid,Internship,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user1688,https://linkedin.com/in/user2181,https://palmer-thompson.com/,Naukri.com,Data Analyst,15 days,Under Review
